pert,target_var,pct_change,status,knockdown_ok
THOC5,THOC5,-83.60576629638672,ok,True
THOC6,THOC6,-98.7100601196289,ok,True
THOC7,THOC7,-85.68528747558594,ok,True
TICRR,TICRR,-75.67829132080078,ok,True
TIGD1,,,target_not_measured,False
TIMELESS,TIMELESS,-90.67572784423828,ok,True
TIMM8A,TIMM8A,-88.88206481933594,ok,True
TIMM9,TIMM9,-89.4395523071289,ok,True
TIMM10,TIMM10,-85.87770080566406,ok,True
TIMM13,TIMM13,-90.48734283447266,ok,True
TIMM22,TIMM22,-87.27348327636719,ok,True
TIMM23B,TIMM23B,-69.61610412597656,ok,True
TIMM44,TIMM44,-76.75434112548828,ok,True
TINF2,TINF2,-86.38539123535156,ok,True
TIPIN,TIPIN,-88.42240905761719,ok,True
TKT,TKT,-59.23691177368164,ok,True
TLCD1,TLCD1,-90.24131774902344,ok,True
TLN1,TLN1,-82.85746765136719,ok,True
TM7SF2,TM7SF2,-82.83618927001953,ok,True
TMA16,TMA16,-93.71490478515625,ok,True
TMED2,TMED2,-89.53031921386719,ok,True
TMEM127,TMEM127,-90.79553985595703,ok,True
TMEM199,TMEM199,-79.31131744384766,ok,True
TMEM240,,,target_not_measured,False
TMEM258,TMEM258,-84.64364624023438,ok,True
TMSB10,TMSB10,-92.67989349365234,ok,True
TMX2,TMX2,-89.57083892822266,ok,True
TNPO3,TNPO3,-90.48802185058594,ok,True
TOE1,TOE1,-94.80269622802734,ok,True
TOMM20,TOMM20,-93.97322845458984,ok,True
TOMM22,TOMM22,-90.09385681152344,ok,True
TOMM40,TOMM40,-86.00460052490234,ok,True
TOP1,TOP1,-82.802978515625,ok,True
TOP2A,TOP2A,-91.08259582519531,ok,True
TOP3A,TOP3A,-89.49082946777344,ok,True
TOPBP1,TOPBP1,-74.06035614013672,ok,True
TOR2A,TOR2A,-100.0,ok,True
TP53RK,TP53RK,-91.83460998535156,ok,True
TPI1,TPI1,-73.77240753173828,ok,True
TPR,TPR,-88.9266586303711,ok,True
TPRKB,TPRKB,-89.99543762207031,ok,True
TPT1,TPT1,-86.8311767578125,ok,True
TPX2,TPX2,-79.46102905273438,ok,True
TRA2B,TRA2B,-79.26597595214844,ok,True
TRAIP,TRAIP,-83.02543640136719,ok,True
TRAPPC1,TRAPPC1,-88.66548919677734,ok,True
TRAPPC3,TRAPPC3,-91.03728485107422,ok,True
TRAPPC4,TRAPPC4,-88.3324203491211,ok,True
TRAPPC5,TRAPPC5,-94.95921325683594,ok,True
TRAPPC8,TRAPPC8,-87.36595916748047,ok,True
TRAPPC11,TRAPPC11,-82.24253845214844,ok,True
TREML2,,,target_not_measured,False
TREX2,,,target_not_measured,False
TRIAP1,TRIAP1,-91.04515075683594,ok,True
TRIM49C,,,target_not_measured,False
TRMT5,TRMT5,-97.51875305175781,ok,True
TRMT6,TRMT6,-93.35460662841797,ok,True
TRMT10C,TRMT10C,-88.8923110961914,ok,True
TRMT112,TRMT112,-87.53722381591797,ok,True
TRNP1,,,target_not_measured,False
TRNT1,TRNT1,-88.09478759765625,ok,True
TRPM7,TRPM7,-89.92768096923828,ok,True
TRRAP,TRRAP,-72.27195739746094,ok,True
TSEN2,TSEN2,-86.09776306152344,ok,True
TSEN34,TSEN34,-61.912803649902344,ok,True
TSEN54,TSEN54,-96.66050720214844,ok,True
TSFM,TSFM,-94.19383239746094,ok,True
TSG101,TSG101,-90.95343017578125,ok,True
TSPYL5,TSPYL5,-84.61557006835938,ok,True
TSR1,TSR1,-63.38064193725586,ok,True
TSR2,TSR2,-84.3717041015625,ok,True
TSSK3,,,target_not_measured,False
TTC1,TTC1,-95.01836395263672,ok,True
TTC4,TTC4,-90.09607696533203,ok,True
TTC27,TTC27,-92.30567169189453,ok,True
TTF2,TTF2,-94.96969604492188,ok,True
TTI1,TTI1,-91.40148162841797,ok,True
TTI2,TTI2,-26.29574966430664,ok,True
TTK,TTK,-81.75397491455078,ok,True
TUBA1B,TUBA1B,-90.81293487548828,ok,True
TUBA1C,TUBA1C,-88.54837036132812,ok,True
TUBA3D,,,target_not_measured,False
TUBB,TUBB,-76.87258911132812,ok,True
TUBD1,TUBD1,-89.8798828125,ok,True
TUBE1,TUBE1,-88.1904067993164,ok,True
TUBGCP2,TUBGCP2,-90.27357482910156,ok,True
TUBGCP3,TUBGCP3,-100.0,ok,True
TUBGCP4,TUBGCP4,-77.2350845336914,ok,True
TUBGCP5,TUBGCP5,-80.47026062011719,ok,True
TUBGCP6,TUBGCP6,-69.86925506591797,ok,True
TULP1,,,target_not_measured,False
TUT1,TUT1,-33.59716033935547,ok,True
TVP23C,,,target_not_measured,False
TWF1,TWF1,-65.16801452636719,ok,True
TWISTNB,TWISTNB,-81.43557739257812,ok,True
TXN,TXN,-88.14161682128906,ok,True
TXNL4A,TXNL4A,-87.48030853271484,ok,True
TXNL4B,TXNL4B,-78.78295135498047,ok,True
U2AF1,,,target_not_measured,False
U2AF2,U2AF2,-59.62160873413086,ok,True
U2SURP,U2SURP,-93.02434539794922,ok,True
UBA1,UBA1,-74.98908233642578,ok,True
UBA2,UBA2,-84.80794525146484,ok,True
UBA3,UBA3,-97.73677062988281,ok,True
UBA5,UBA5,-89.05360412597656,ok,True
UBA52,UBA52,-70.43206787109375,ok,True
UBAP1,UBAP1,-90.87477111816406,ok,True
UBC,UBC,-63.43960189819336,ok,True
UBE2D3,UBE2D3,-91.5964126586914,ok,True
UBE2H,UBE2H,-76.80973815917969,ok,True
UBE2I,UBE2I,-76.04009246826172,ok,True
UBE2L3,UBE2L3,-93.40777587890625,ok,True
UBE2M,UBE2M,-53.72675704956055,ok,True
UBE2N,UBE2N,-78.26974487304688,ok,True
UBE2Z,UBE2Z,-92.24034118652344,ok,True
UBL5,UBL5,-89.29100036621094,ok,True
UBQLN4,UBQLN4,-87.2103271484375,ok,True
UBR5,UBR5,-81.80699920654297,ok,True
UBTF,UBTF,-26.942081451416016,ok,True
UFL1,UFL1,-94.3033676147461,ok,True
UFM1,UFM1,-92.80030059814453,ok,True
UNC45A,UNC45A,-29.832006454467773,ok,True
UNC50,UNC50,-92.17416381835938,ok,True
UPF1,UPF1,-79.68138885498047,ok,True
UPF2,UPF2,-78.34209442138672,ok,True
UPF3A,UPF3A,-74.38764190673828,ok,True
UQCC2,UQCC2,-88.58766174316406,ok,True
UQCRB,UQCRB,-94.43241882324219,ok,True
UQCRC1,UQCRC1,-41.2620964050293,ok,True
UQCRC2,UQCRC2,-96.6036605834961,ok,True
UQCRFS1,UQCRFS1,-94.29044342041016,ok,True
UQCRH,UQCRH,-91.70140075683594,ok,True
UQCRQ,UQCRQ,-92.89806365966797,ok,True
URB1,URB1,-97.8486328125,ok,True
URB2,URB2,-90.50597381591797,ok,True
URI1,URI1,-79.79380798339844,ok,True
URM1,URM1,-83.0804672241211,ok,True
UROD,UROD,-93.1894760131836,ok,True
USF2,USF2,-55.425601959228516,ok,True
USP5,USP5,-63.33168029785156,ok,True
USP7,USP7,-51.32477951049805,ok,True
USP8,USP8,-71.3691177368164,ok,True
USP9X,USP9X,-74.11671447753906,ok,True
USP10,USP10,-70.92593383789062,ok,True
USP19,USP19,-47.85239028930664,ok,True
USP36,USP36,-68.38034057617188,ok,True
USP37,USP37,-89.14883422851562,ok,True
USP39,USP39,-63.7470817565918,ok,True
USPL1,USPL1,-85.25753021240234,ok,True
UTP6,UTP6,-94.07074737548828,ok,True
UTP15,UTP15,-82.54352569580078,ok,True
UTP18,UTP18,-78.68429565429688,ok,True
UTP20,UTP20,-86.92971801757812,ok,True
UTP23,UTP23,-96.59523010253906,ok,True
UXS1,UXS1,-78.2769546508789,ok,True
UXT,UXT,-96.12154388427734,ok,True
VARS,VARS,-89.45587921142578,ok,True
VARS2,VARS2,-88.31375885009766,ok,True
VBP1,VBP1,-87.96184539794922,ok,True
VCP,VCP,-24.799530029296875,ok,False
VEZT,VEZT,-84.86431884765625,ok,True
VHL,VHL,-81.260498046875,ok,True
VMP1,VMP1,-31.78221893310547,ok,True
VPS13D,VPS13D,-92.62083435058594,ok,True
VPS18,,,target_not_measured,False
VPS25,VPS25,-91.71187591552734,ok,True
VPS28,VPS28,-81.91889190673828,ok,True
VPS29,VPS29,-93.34370422363281,ok,True
VPS33A,VPS33A,-89.75310516357422,ok,True
VPS35,VPS35,-95.83256530761719,ok,True
VPS37A,VPS37A,-97.047607421875,ok,True
VPS37C,VPS37C,-79.09535217285156,ok,True
VPS41,VPS41,-77.5943832397461,ok,True
VPS51,VPS51,-86.51202392578125,ok,True
VPS54,VPS54,-68.91150665283203,ok,True
VPS72,VPS72,-93.42875671386719,ok,True
WAC,WAC,-60.88917541503906,ok,True
WARS,WARS,-82.98778533935547,ok,True
WBP1,WBP1,-66.8256607055664,ok,True
WBP1L,WBP1L,-41.72798156738281,ok,True
WBP11,WBP11,-59.34696960449219,ok,True
WDHD1,WDHD1,-93.24812316894531,ok,True
WDR1,WDR1,-49.637596130371094,ok,True
WDR3,WDR3,-87.89229583740234,ok,True
WDR4,WDR4,-90.67039489746094,ok,True
WDR5,WDR5,-90.58477020263672,ok,True
WDR7,,,target_not_measured,False
WDR12,WDR12,-85.06926727294922,ok,True
WDR18,WDR18,-64.46043395996094,ok,True
WDR24,WDR24,-55.273887634277344,ok,True
WDR25,,,target_not_measured,False
WDR26,WDR26,-67.88200378417969,ok,True
WDR33,WDR33,-73.8334732055664,ok,True
WDR36,WDR36,-86.81459045410156,ok,True
WDR43,WDR43,-66.57837677001953,ok,True
WDR46,WDR46,-86.99576568603516,ok,True
WDR54,WDR54,-96.1995620727539,ok,True
WDR55,WDR55,-90.83058166503906,ok,True
WDR61,WDR61,-85.12593078613281,ok,True
WDR70,WDR70,-92.7796630859375,ok,True
WDR74,WDR74,-39.94326400756836,ok,True
WDR75,WDR75,-79.96621704101562,ok,True
WDR77,WDR77,-82.89167785644531,ok,True
WDR82,WDR82,-81.58246612548828,ok,True
WDR83OS,WDR83OS,-91.78347778320312,ok,True
WDR92,WDR92,-91.10649108886719,ok,True
WDTC1,WDTC1,-61.27534866333008,ok,True
WEE1,WEE1,-40.82930374145508,ok,True
WNK1,WNK1,-83.81391143798828,ok,True
WTAP,WTAP,-70.06236267089844,ok,True
XAB2,XAB2,-68.5658950805664,ok,True
XPO1,XPO1,-79.50853729248047,ok,True
XPO5,XPO5,-85.0511703491211,ok,True
XRCC1,XRCC1,-98.81661224365234,ok,True
XRCC2,XRCC2,-92.6537094116211,ok,True
XRCC3,XRCC3,-100.0,ok,True
XRCC5,XRCC5,-88.81265258789062,ok,True
XRN2,XRN2,-93.4288330078125,ok,True
YARS,YARS,-90.1212158203125,ok,True
YARS2,YARS2,-84.46973419189453,ok,True
YBX1,YBX1,-85.17426300048828,ok,True
YEATS2,YEATS2,-88.02307891845703,ok,True
YEATS4,YEATS4,-95.12238311767578,ok,True
YJEFN3,,,target_not_measured,False
YKT6,YKT6,-73.9161376953125,ok,True
YPEL1,,,target_not_measured,False
YPEL5,YPEL5,-100.0,ok,True
YRDC,YRDC,-51.188201904296875,ok,True
YTHDC1,YTHDC1,-55.799217224121094,ok,True
YY1,YY1,-31.814729690551758,ok,True
ZBTB11,ZBTB11,-69.29592895507812,ok,True
ZBTB17,ZBTB17,-85.43472290039062,ok,True
ZC3H18,ZC3H18,-81.5483169555664,ok,True
ZCCHC9,ZCCHC9,-81.11962127685547,ok,True
ZCRB1,ZCRB1,-96.171875,ok,True
ZFC3H1,ZFC3H1,-88.60050964355469,ok,True
ZFP69B,,,target_not_measured,False
ZMAT2,ZMAT2,-80.61276245117188,ok,True
ZMAT5,ZMAT5,-91.29296875,ok,True
ZNF24,ZNF24,-81.16800689697266,ok,True
ZNF100,ZNF100,-100.0,ok,True
ZNF133,,,target_not_measured,False
ZNF207,ZNF207,-46.415733337402344,ok,True
ZNF236,,,target_not_measured,False
ZNF253,,,target_not_measured,False
ZNF284,,,target_not_measured,False
ZNF317,ZNF317,-88.38318634033203,ok,True
ZNF335,ZNF335,-64.61943817138672,ok,True
ZNF407,,,target_not_measured,False
ZNF468,ZNF468,-91.75858306884766,ok,True
ZNF492,,,target_not_measured,False
ZNF506,,,target_not_measured,False
ZNF559,,,target_not_measured,False
ZNF574,ZNF574,-15.937105178833008,ok,False
ZNF658,,,target_not_measured,False
ZNF674,,,target_not_measured,False
ZNF676,,,target_not_measured,False
ZNF687,,,target_not_measured,False
ZNF718,,,target_not_measured,False
ZNF720,ZNF720,-92.17832946777344,ok,True
ZNF763,,,target_not_measured,False
ZNHIT2,ZNHIT2,-79.06158447265625,ok,True
ZNHIT3,ZNHIT3,-92.09188079833984,ok,True
ZNHIT6,ZNHIT6,-98.42184448242188,ok,True
ZNRD1,ZNRD1,-86.03142547607422,ok,True
ZRANB2,ZRANB2,-96.081298828125,ok,True
ZRSR2,ZRSR2,-70.42621612548828,ok,True
ZW10,ZW10,-85.93401336669922,ok,True
ZWINT,ZWINT,-89.23085021972656,ok,True
